row	candidates	route_sum	selected_pid_sum	object_bytes_sum	latency_p50_ms	latency_p95_ms	prod_total_p50	prod_total_p95	recall	returned
batch_max	3877368	19200	19200	14967100324	51.917	62.046	48.000	57.000	0.9940	2000
