Filename                                                                                                 Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Users/peter/dev/tqvector/src/am/common/callback.rs                                                             4                 4     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/cost.rs                                                               175               175     0.00%          20                20     0.00%         190               190     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/datum.rs                                                              160               160     0.00%          15                15     0.00%         112               112     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/detoast.rs                                                             72                72     0.00%           8                 8     0.00%          49                49     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/dsm.rs                                                                 80                80     0.00%          17                17     0.00%          68                68     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/explain.rs                                                            250               250     0.00%          39                39     0.00%         283               283     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/heap_slot.rs                                                          206               206     0.00%          27                27     0.00%         186               186     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/index_info.rs                                                          42                42     0.00%           9                 9     0.00%          33                33     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/parallel.rs                                                           422               422     0.00%          52                52     0.00%         385               385     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/parallel_context.rs                                                    76                76     0.00%          19                19     0.00%          69                69     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/parallel_slot.rs                                                      161               161     0.00%          11                11     0.00%         137               137     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/pg_ptr.rs                                                              39                39     0.00%           6                 6     0.00%          35                35     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/reloptions.rs                                                          28                28     0.00%           4                 4     0.00%          30                30     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/routine.rs                                                              4                 4     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/scan_output.rs                                                         37                37     0.00%           4                 4     0.00%          43                43     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/stats.rs                                                              124               124     0.00%          27                27     0.00%         114               114     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/stream.rs                                                             352               352     0.00%          41                41     0.00%         384               384     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/training.rs                                                           607               607     0.00%          37                37     0.00%         431               431     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/common/vacuum.rs                                                              35                35     0.00%           9                 9     0.00%          42                42     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/ambuild.rs                                                        995               995     0.00%          58                58     0.00%         639               639     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/build.rs                                                          279               279     0.00%          15                15     0.00%         299               299     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/cost.rs                                                           112               112     0.00%           7                 7     0.00%         102               102     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/diagnostics.rs                                                    347               347     0.00%          13                13     0.00%         189               189     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/insert.rs                                                        1566              1566     0.00%          79                79     0.00%        1229              1229     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/mod.rs                                                            110               110     0.00%          10                10     0.00%          94                94     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/options.rs                                                        118               118     0.00%          17                17     0.00%         106               106     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/page.rs                                                           131               131     0.00%           3                 3     0.00%          98                98     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/persist.rs                                                        222               222     0.00%           7                 7     0.00%         166               166     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/quantizer.rs                                                      332               332     0.00%          20                20     0.00%         296               296     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/reader.rs                                                         254               254     0.00%          30                30     0.00%         185               185     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/routine.rs                                                       1511              1511     0.00%         122               122     0.00%        1239              1239     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/routine_helpers.rs                                                175               175     0.00%          12                12     0.00%         140               140     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/scan.rs                                                           483               483     0.00%          32                32     0.00%         382               382     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/scan_query.rs                                                     120               120     0.00%           7                 7     0.00%          91                91     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/scan_state.rs                                                     348               348     0.00%          42                42     0.00%         290               290     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/tuple.rs                                                          242               242     0.00%          11                11     0.00%         209               209     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/vacuum.rs                                                          55                55     0.00%           4                 4     0.00%          43                43     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_diskann/vamana.rs                                                        1385              1203    13.14%          72                55    23.61%        1004               862    14.14%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_hnsw/build.rs                                                            2347              2347     0.00%         147               147     0.00%        1784              1784     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_hnsw/build_parallel.rs                                                   2807              2807     0.00%         186               186     0.00%        2186              2186     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_hnsw/codec.rs                                                              63                63     0.00%           7                 7     0.00%          96                96     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_hnsw/concurrent_dsm_state.rs                                               38                38     0.00%           4                 4     0.00%          42                42     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_hnsw/graph.rs                                                            1093              1093     0.00%          93                93     0.00%        1078              1078     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_hnsw/insert.rs                                                           2541              2541     0.00%         172               172     0.00%        2063              2063     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_hnsw/mod.rs                                                                 3                 3     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_hnsw/options.rs                                                           109               109     0.00%          14                14     0.00%          95                95     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_hnsw/page.rs                                                             1322              1322     0.00%         116               116     0.00%         943               943     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_hnsw/routine.rs                                                            64                64     0.00%           4                 4     0.00%          69                69     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_hnsw/scan.rs                                                             3880              3880     0.00%         362               362     0.00%        3148              3148     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_hnsw/search.rs                                                            422               422     0.00%          55                55     0.00%         414               414     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_hnsw/shared.rs                                                            702               702     0.00%          55                55     0.00%         555               555     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_hnsw/source.rs                                                            485               485     0.00%          31                31     0.00%         334               334     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_hnsw/vacuum.rs                                                           1834              1834     0.00%         130               130     0.00%        1476              1476     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_ivf/admin.rs                                                              217               217     0.00%          14                14     0.00%         174               174     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_ivf/build.rs                                                             1171              1171     0.00%          84                84     0.00%         820               820     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_ivf/build_parallel.rs                                                     815               815     0.00%          54                54     0.00%         602               602     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_ivf/cost.rs                                                               282               282     0.00%          21                21     0.00%         236               236     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_ivf/insert.rs                                                             406               406     0.00%          38                38     0.00%         359               359     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_ivf/mod.rs                                                                  5                 5     0.00%           2                 2     0.00%           5                 5     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_ivf/options.rs                                                            275               275     0.00%          29                29     0.00%         234               234     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_ivf/page.rs                                                              2261              2261     0.00%         171               171     0.00%        1759              1759     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_ivf/quantizer.rs                                                          548               548     0.00%          30                30     0.00%         496               496     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_ivf/routine.rs                                                             64                64     0.00%           4                 4     0.00%          67                67     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_ivf/scan.rs                                                              1796              1796     0.00%         148               148     0.00%        1352              1352     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_ivf/training.rs                                                            38                38     0.00%           6                 6     0.00%          40                40     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_ivf/vacuum.rs                                                             265               265     0.00%          28                28     0.00%         216               216     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/assign/mod.rs                                                       338               338     0.00%          39                39     0.00%         325               325     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/build/drafts.rs                                                     717               717     0.00%          25                25     0.00%         491               491     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/build/object_store.rs                                               128               128     0.00%          16                16     0.00%         172               172     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/build/publish.rs                                                    453               453     0.00%          42                42     0.00%         400               400     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/build/recursive.rs                                                 1823              1823     0.00%          99                99     0.00%        1413              1413     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/build/routing_plan.rs                                               284               284     0.00%          26                26     0.00%         228               228     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/build/top_graph.rs                                                  258               258     0.00%          19                19     0.00%         225               225     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/build/training.rs                                                   239               239     0.00%          22                22     0.00%         180               180     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/build/tuples.rs                                                     233               233     0.00%          30                30     0.00%         201               201     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/build/types.rs                                                      101               101     0.00%          22                22     0.00%          91                91     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/debug.rs                                                250               250     0.00%          19                19     0.00%         188               188     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/diagnostics.rs                                          599               599     0.00%          41                41     0.00%         489               489     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/diagnostics_helpers.rs                                  164               164     0.00%          14                14     0.00%         284               284     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/hierarchy_shape.rs                                      151               151     0.00%           8                 8     0.00%         188               188     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/hierarchy_snapshots.rs                                 2565              2565     0.00%         150               150     0.00%        2096              2096     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/lifecycle.rs                                             52                52     0.00%          10                10     0.00%          43                43     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/maintenance.rs                                          454               454     0.00%          25                25     0.00%         417               417     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/materialization.rs                                      351               351     0.00%          12                12     0.00%         302               302     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/candidate_merge_model.rs              104               104     0.00%          12                12     0.00%          72                72     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/contracts.rs                          367               367     0.00%          25                25     0.00%         546               546     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/dispatch.rs                          2162              2162     0.00%         139               139     0.00%        1923              1923     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/endpoint_identity.rs                  434               434     0.00%          37                37     0.00%         452               452     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/executor_receive.rs                   767               767     0.00%          51                51     0.00%         689               689     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/fanout.rs                             784               784     0.00%          43                43     0.00%         668               668     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/fault_matrix.rs                       146               146     0.00%          10                10     0.00%         201               201     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/governance.rs                         293               293     0.00%          32                32     0.00%         271               271     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/libpq_plan.rs                         744               744     0.00%          67                67     0.00%         644               644     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/operator.rs                           394               394     0.00%          19                19     0.00%         717               717     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/payload.rs                            316               316     0.00%          42                42     0.00%         251               251     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/payload_limits.rs                     162               162     0.00%          20                20     0.00%         168               168     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/pipeline.rs                           369               369     0.00%          13                13     0.00%         365               365     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/production_transport.rs              1282              1282     0.00%          60                60     0.00%        1291              1291     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/remote_transport_sim_model.rs         627               627     0.00%          42                42     0.00%         419               419     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/resolve.rs                            343               343     0.00%          29                29     0.00%         290               290     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/result_contracts.rs                    67                67     0.00%           6                 6     0.00%         216               216     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/scan_output.rs                        906               906     0.00%          48                48     0.00%         872               872     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/sort.rs                                39                39     0.00%           9                 9     0.00%          27                27     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/tls.rs                                637               637     0.00%          60                60     0.00%         460               460     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/remote_candidates/write_payload.rs                      987               987     0.00%          74                74     0.00%         879               879     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/coordinator/snapshots.rs                                           2453              2453     0.00%         202               202     0.00%        2427              2427     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/cost/mod.rs                                                         470               470     0.00%          29                29     0.00%         361               361     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/custom_scan/begin_exec.rs                                           597               597     0.00%          42                42     0.00%         426               426     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/custom_scan/cost_helpers.rs                                         324               324     0.00%          30                30     0.00%         229               229     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/custom_scan/dml.rs                                                  591               591     0.00%          57                57     0.00%         461               461     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/custom_scan/explain.rs                                               85                85     0.00%           3                 3     0.00%          61                61     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/custom_scan/mod.rs                                                   32                32     0.00%           4                 4     0.00%          31                31     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/custom_scan/plan_private.rs                                         430               430     0.00%          53                53     0.00%         315               315     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/custom_scan/planner.rs                                              535               535     0.00%          22                22     0.00%         449               449     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/custom_scan/tuple_payload.rs                                        272               272     0.00%          24                24     0.00%         216               216     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/diagnostics/mod.rs                                                  284               284     0.00%          20                20     0.00%         221               221     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/dml_frontdoor/mod.rs                                               2191              2191     0.00%         185               185     0.00%        1919              1919     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/insert.rs                                                           386               386     0.00%          18                18     0.00%         281               281     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/meta/epoch.rs                                                       167               167     0.00%           8                 8     0.00%         109               109     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/meta/local_store.rs                                                 336               336     0.00%          25                25     0.00%         253               253     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/meta/object_manifest.rs                                             242               242     0.00%          12                12     0.00%         155               155     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/meta/placement.rs                                                   214               214     0.00%          13                13     0.00%         225               225     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/meta/placement_directory.rs                                         157               157     0.00%           9                 9     0.00%         106               106     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/meta/root_control.rs                                                149               149     0.00%           6                 6     0.00%         120               120     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/meta/snapshot.rs                                                    129               129     0.00%          14                14     0.00%         132               132     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/meta/states.rs                                                       16                16     0.00%           2                 2     0.00%          14                14     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/mod.rs                                                                9                 9     0.00%           1                 1     0.00%           4                 4     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/options/mod.rs                                                     1135              1135     0.00%         126               126     0.00%         988               988     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/page.rs                                                            1021              1021     0.00%          69                69     0.00%         710               710     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/quantizer/mod.rs                                                    397               397     0.00%          26                26     0.00%         333               333     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/routine.rs                                                           64                64     0.00%           4                 4     0.00%          69                69     0.00%           0                 0         -
Users/peter/dev/tqvector/src/am/ec_spire/scan/callbacks.rs                                                    15                15     0.00%           7                 7     0.00%          28                28     0.00%           0                 0         -
