nprobe	disabled_profiles_or_queries	enabled_profiles_or_queries	disabled_socket_open_sum	enabled_socket_open_sum	socket_open_delta	socket_open_reduction_pct	disabled_endpoint_identity_query_sum	enabled_endpoint_identity_query_sum	endpoint_identity_query_delta	disabled_endpoint_identity_p95_ms	enabled_endpoint_identity_p95_ms	disabled_connect_p95_ms	enabled_connect_p95_ms	connect_p95_delta_ms	disabled_total_p95_ms	enabled_total_p95_ms	total_p95_delta_ms	disabled_latency_p50_ms	enabled_latency_p50_ms	latency_p50_delta_ms	latency_p50_reduction_pct	disabled_latency_p95_ms	enabled_latency_p95_ms	latency_p95_delta_ms	latency_p95_reduction_pct	disabled_latency_p99_ms	enabled_latency_p99_ms	latency_p99_delta_ms	latency_p99_reduction_pct	disabled_recall_at_k	enabled_recall_at_k	recall_delta
64	1000	1000	3000	0	3000	100	3000	3000	0	4	0	19	0	19	59	49	10	111.222	99.703	11.518999999999991	10.356763949578314	120.175	107.893	12.281999999999996	10.220095693779902	126.429	112.356	14.073000000000008	11.131148707970487	0.9573	0.9573	0
