# Suite Report: task111h-1m-rerank-format-width-shared

- config: `reviews/task-111h/021-rerank-suite-1m-shared/artifacts/task111h-1m-rerank-format-width-shared-suite.json`
- config_sha256: `8b7de524e34d23fcc4fc80b5ac0267640816b885f0f4f09f9591077b3bbbaf9e`
- dry_run: `false`
- steps: completed 124, failed 0, skipped 0, dry-run 0, missing artifacts 0, stale 0

| Step | Kind | Status | Duration ms | Artifacts |
| latency-1m-index-rabitq8-w32 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=0`, `command=latency`, `elapsed_ms=0.000000`, `elapsed_nanos=0`, `flushes=0`, `isa=scalar`, `kernel_candidates=0`, `kernel_elapsed_ms=0.000000`, `kernel_elapsed_nanos=0`, `kernel_flushes=0`, `label=nprobe=32`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=0`, `width_8_15=0`, `width_ge32=100`, `width_lt8=0` |
| latency-1m-index-rabitq8-w32 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=6310771`, `command=latency`, `elapsed_ms=461.287738`, `elapsed_nanos=461287738`, `flushes=27807`, `isa=avx2`, `kernel_candidates=6310771`, `kernel_elapsed_ms=461.287738`, `kernel_elapsed_nanos=461287738`, `kernel_flushes=27807`, `label=nprobe=64`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=415`, `width_8_15=130`, `width_ge32=27132`, `width_lt8=130` |
| latency-1m-index-rabitq8-w32 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=0`, `command=latency`, `elapsed_ms=0.000000`, `elapsed_nanos=0`, `flushes=0`, `isa=scalar`, `kernel_candidates=0`, `kernel_elapsed_ms=0.000000`, `kernel_elapsed_nanos=0`, `kernel_flushes=0`, `label=nprobe=64`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=0`, `width_8_15=0`, `width_ge32=100`, `width_lt8=0` |
| latency-1m-index-rabitq8-w32 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=12502369`, `command=latency`, `elapsed_ms=934.746069`, `elapsed_nanos=934746069`, `flushes=55179`, `isa=avx2`, `kernel_candidates=12502369`, `kernel_elapsed_ms=934.746069`, `kernel_elapsed_nanos=934746069`, `kernel_flushes=55179`, `label=nprobe=128`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=880`, `width_8_15=315`, `width_ge32=53753`, `width_lt8=231` |
| latency-1m-index-rabitq8-w32 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=0`, `command=latency`, `elapsed_ms=0.000000`, `elapsed_nanos=0`, `flushes=0`, `isa=scalar`, `kernel_candidates=0`, `kernel_elapsed_ms=0.000000`, `kernel_elapsed_nanos=0`, `kernel_flushes=0`, `label=nprobe=128`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=0`, `width_8_15=0`, `width_ge32=100`, `width_lt8=0` |
| latency-1m-index-rabitq8-w32 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=19375115`, `command=latency`, `elapsed_ms=1467.394788`, `elapsed_nanos=1467394788`, `flushes=85577`, `isa=avx2`, `kernel_candidates=19375115`, `kernel_elapsed_ms=1467.394788`, `kernel_elapsed_nanos=1467394788`, `kernel_flushes=85577`, `label=nprobe=200`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=1397`, `width_8_15=501`, `width_ge32=83308`, `width_lt8=371` |
| latency-1m-index-rabitq8-w32 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=0`, `command=latency`, `elapsed_ms=0.000000`, `elapsed_nanos=0`, `flushes=0`, `isa=scalar`, `kernel_candidates=0`, `kernel_elapsed_ms=0.000000`, `kernel_elapsed_nanos=0`, `kernel_flushes=0`, `label=nprobe=200`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=0`, `width_8_15=0`, `width_ge32=100`, `width_lt8=0` |
| storage-1m-index-rabitq8-w32 | storage | storage_field | `field=prefix`, `prefix=task111h021_1m_shared`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=task111h021_1m_shared` |
| storage-1m-index-rabitq8-w32 | storage | storage_field | `field=corpus`, `prefix=task111h021_1m_shared`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=task111h021_1m_shared_corpus` |
| storage-1m-index-rabitq8-w32 | storage | storage_field | `field=rows`, `prefix=task111h021_1m_shared`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=990000`, `value_bytes=990000` |
| storage-1m-index-rabitq8-w32 | storage | storage_field | `field=heap`, `prefix=task111h021_1m_shared`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=72.3 MiB`, `value_bytes=75812045` |
| storage-1m-index-rabitq8-w32 | storage | storage_field | `field=table (heap + toast + fsm/vm)`, `prefix=task111h021_1m_shared`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=15.3 GiB`, `value_bytes=16428249907` |
| storage-1m-index-rabitq8-w32 | storage | storage_field | `field=indexes`, `prefix=task111h021_1m_shared`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=1.9 GiB`, `value_bytes=2040109466` |
| storage-1m-index-rabitq8-w32 | storage | storage_field | `field=total`, `prefix=task111h021_1m_shared`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=17.2 GiB`, `value_bytes=18468359373` |
| storage-1m-index-rabitq8-w32 | storage | storage_field | `field=per row (total)`, `prefix=task111h021_1m_shared`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=18700.0 B`, `value_bytes=18700` |
| storage-1m-index-rabitq8-w32 | storage | storage_field | `field=per row (heap only)`, `prefix=task111h021_1m_shared`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `value=76.6 B`, `value_bytes=77` |
| storage-1m-index-rabitq8-w32 | storage | storage_index | `access method=ec_ivf`, `index=task111h021_1m_index_rabitq8_w32_idx`, `per row=2031.7 B`, `per_row_bytes=2031.7`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `reloptions={nlists=1024,nprobe=32,training_sample_rows=50000,storage_format=coarse_rerank,coarse_bits=1,rerank=heap_f32,rerank_width=32,rerank_placement=index,rerank_format=rabitq8}`, `size=1.9 GiB`, `size_bytes=2040109466`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| storage-1m-index-rabitq8-w32 | storage | storage_index | `access method=btree`, `index=task111h021_1m_shared_corpus_pkey`, `per row=22.5 B`, `per_row_bytes=22.5`, `prefix=task111h021_1m_shared`, `profile=<unknown>`, `reloptions={}`, `size=21.2 MiB`, `size_bytes=22229811`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| load-1m-index-rabitq8-w64 | load | load_timing | `phase=build_index`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `seconds=199.000000`, `subject=task111h021_1m_index_rabitq8_w64_idx`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| load-1m-index-rabitq8-w64 | load | ec_ivf_build_timing | `flush_build_plan_us=17189085`, `heap_ingest_us=50666512`, `heap_tuples=990000`, `index_tuples=990000`, `parallel_begin_us=1050`, `parallel_drain_us=48402185`, `parallel_sort_push_us=2263274`, `parallel_worker_tuple_buffer_capacity=1048576`, `parallel_worker_tuple_buffer_struct_bytes=67108864`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `requested_workers=1`, `stage_assign_us=82040613`, `stage_build_plan_us=98062871`, `stage_centroids_us=2461`, `stage_directory_us=532`, `stage_postings_us=767064`, `stage_pq_train_us=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `train_model_us=32573216`, `workers_launched=1` |
| load-1m-index-rabitq8-w64 | load | load_timing | `phase=total`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `seconds=301.540000`, `subject=task111h021_1m_shared`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| recall-1m-index-rabitq8-w64 | recall | recall | `mean q-time=9.94 ms`, `ndcg@k=0.9894`, `nprobe=8`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `queries=100`, `recall@k=0.8670`, `recall_ci95_high=0.8866`, `recall_ci95_low=0.8445`, `recall_p10=0.6900`, `recall_p50=0.9000`, `recall_p90=1.0000`, `recall_trials=1000`, `recall_worst=0.1000`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| recall-1m-index-rabitq8-w64 | recall | recall | `mean q-time=9.70 ms`, `ndcg@k=0.9922`, `nprobe=16`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `queries=100`, `recall@k=0.8950`, `recall_ci95_high=0.9125`, `recall_ci95_low=0.8745`, `recall_p10=0.7900`, `recall_p50=0.9000`, `recall_p90=1.0000`, `recall_trials=1000`, `recall_worst=0.2000`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| recall-1m-index-rabitq8-w64 | recall | recall | `mean q-time=12.07 ms`, `ndcg@k=0.9958`, `nprobe=32`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `queries=100`, `recall@k=0.9250`, `recall_ci95_high=0.9397`, `recall_ci95_low=0.9070`, `recall_p10=0.8000`, `recall_p50=0.9500`, `recall_p90=1.0000`, `recall_trials=1000`, `recall_worst=0.2000`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| recall-1m-index-rabitq8-w64 | recall | recall | `mean q-time=17.92 ms`, `ndcg@k=0.9976`, `nprobe=64`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `queries=100`, `recall@k=0.9420`, `recall_ci95_high=0.9549`, `recall_ci95_low=0.9258`, `recall_p10=0.8900`, `recall_p50=1.0000`, `recall_p90=1.0000`, `recall_trials=1000`, `recall_worst=0.5000`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| recall-1m-index-rabitq8-w64 | recall | recall | `mean q-time=29.00 ms`, `ndcg@k=0.9994`, `nprobe=128`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `queries=100`, `recall@k=0.9500`, `recall_ci95_high=0.9619`, `recall_ci95_low=0.9347`, `recall_p10=0.9000`, `recall_p50=1.0000`, `recall_p90=1.0000`, `recall_trials=1000`, `recall_worst=0.6000`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| recall-1m-index-rabitq8-w64 | recall | recall | `mean q-time=41.86 ms`, `ndcg@k=0.9995`, `nprobe=200`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `queries=100`, `recall@k=0.9520`, `recall_ci95_high=0.9636`, `recall_ci95_low=0.9369`, `recall_p10=0.9000`, `recall_p50=1.0000`, `recall_p90=1.0000`, `recall_trials=1000`, `recall_worst=0.6000`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| latency-1m-index-rabitq8-w64 | latency | latency | `cache_state=post_recall_warm`, `count=100`, `hwm_peak_kb=159400`, `max=12.7 ms`, `mean=8.04 ms`, `memory_samples=31`, `min=6.10 ms`, `nprobe=8`, `p50=8.08 ms`, `p95=9.53 ms`, `p99=10.3 ms`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `rss_peak_kb=159400`, `stddev=1.11 ms`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| latency-1m-index-rabitq8-w64 | latency | latency | `cache_state=post_recall_warm`, `count=100`, `hwm_peak_kb=161428`, `max=13.4 ms`, `mean=9.53 ms`, `memory_samples=37`, `min=7.26 ms`, `nprobe=16`, `p50=9.59 ms`, `p95=11.4 ms`, `p99=12.8 ms`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `rss_peak_kb=161428`, `stddev=1.25 ms`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| latency-1m-index-rabitq8-w64 | latency | latency | `cache_state=post_recall_warm`, `count=100`, `hwm_peak_kb=162924`, `max=17.1 ms`, `mean=11.9 ms`, `memory_samples=46`, `min=9.15 ms`, `nprobe=32`, `p50=11.9 ms`, `p95=14.3 ms`, `p99=15.3 ms`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `rss_peak_kb=162924`, `stddev=1.45 ms`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| latency-1m-index-rabitq8-w64 | latency | latency | `cache_state=post_recall_warm`, `count=100`, `hwm_peak_kb=164924`, `max=22.5 ms`, `mean=18.2 ms`, `memory_samples=70`, `min=13.2 ms`, `nprobe=64`, `p50=18.7 ms`, `p95=21.0 ms`, `p99=22.1 ms`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `rss_peak_kb=164924`, `stddev=2.03 ms`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| latency-1m-index-rabitq8-w64 | latency | latency | `cache_state=post_recall_warm`, `count=100`, `hwm_peak_kb=169632`, `max=36.4 ms`, `mean=29.1 ms`, `memory_samples=111`, `min=21.5 ms`, `nprobe=128`, `p50=29.4 ms`, `p95=33.8 ms`, `p99=36.4 ms`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `rss_peak_kb=169632`, `stddev=3.02 ms`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| latency-1m-index-rabitq8-w64 | latency | latency | `cache_state=post_recall_warm`, `count=100`, `hwm_peak_kb=168928`, `max=49.9 ms`, `mean=41.5 ms`, `memory_samples=159`, `min=31.0 ms`, `nprobe=200`, `p50=41.7 ms`, `p95=47.3 ms`, `p99=49.6 ms`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `rss_peak_kb=168928`, `stddev=3.85 ms`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818` |
| latency-1m-index-rabitq8-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=845505`, `command=latency`, `elapsed_ms=65.770396`, `elapsed_nanos=65770396`, `flushes=3686`, `isa=avx2`, `kernel_candidates=845505`, `kernel_elapsed_ms=65.770396`, `kernel_elapsed_nanos=65770396`, `kernel_flushes=3686`, `label=nprobe=8`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=42`, `width_8_15=15`, `width_ge32=3618`, `width_lt8=11` |
| latency-1m-index-rabitq8-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=0`, `command=latency`, `elapsed_ms=0.000000`, `elapsed_nanos=0`, `flushes=0`, `isa=scalar`, `kernel_candidates=0`, `kernel_elapsed_ms=0.000000`, `kernel_elapsed_nanos=0`, `kernel_flushes=0`, `label=nprobe=8`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=0`, `width_8_15=0`, `width_ge32=100`, `width_lt8=0` |
| latency-1m-index-rabitq8-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=1628331`, `command=latency`, `elapsed_ms=115.899087`, `elapsed_nanos=115899087`, `flushes=7134`, `isa=avx2`, `kernel_candidates=1628331`, `kernel_elapsed_ms=115.899087`, `kernel_elapsed_nanos=115899087`, `kernel_flushes=7134`, `label=nprobe=16`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=88`, `width_8_15=34`, `width_ge32=6984`, `width_lt8=28` |
| latency-1m-index-rabitq8-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=0`, `command=latency`, `elapsed_ms=0.000000`, `elapsed_nanos=0`, `flushes=0`, `isa=scalar`, `kernel_candidates=0`, `kernel_elapsed_ms=0.000000`, `kernel_elapsed_nanos=0`, `kernel_flushes=0`, `label=nprobe=16`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=0`, `width_8_15=0`, `width_ge32=100`, `width_lt8=0` |
| latency-1m-index-rabitq8-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=3150987`, `command=latency`, `elapsed_ms=219.176058`, `elapsed_nanos=219176058`, `flushes=13897`, `isa=avx2`, `kernel_candidates=3150987`, `kernel_elapsed_ms=219.176058`, `kernel_elapsed_nanos=219176058`, `kernel_flushes=13897`, `label=nprobe=32`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=210`, `width_8_15=70`, `width_ge32=13554`, `width_lt8=63` |
| latency-1m-index-rabitq8-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=0`, `command=latency`, `elapsed_ms=0.000000`, `elapsed_nanos=0`, `flushes=0`, `isa=scalar`, `kernel_candidates=0`, `kernel_elapsed_ms=0.000000`, `kernel_elapsed_nanos=0`, `kernel_flushes=0`, `label=nprobe=32`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=0`, `width_8_15=0`, `width_ge32=100`, `width_lt8=0` |
| latency-1m-index-rabitq8-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=6310771`, `command=latency`, `elapsed_ms=486.653385`, `elapsed_nanos=486653385`, `flushes=27807`, `isa=avx2`, `kernel_candidates=6310771`, `kernel_elapsed_ms=486.653385`, `kernel_elapsed_nanos=486653385`, `kernel_flushes=27807`, `label=nprobe=64`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=415`, `width_8_15=130`, `width_ge32=27132`, `width_lt8=130` |
| latency-1m-index-rabitq8-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=0`, `command=latency`, `elapsed_ms=0.000000`, `elapsed_nanos=0`, `flushes=0`, `isa=scalar`, `kernel_candidates=0`, `kernel_elapsed_ms=0.000000`, `kernel_elapsed_nanos=0`, `kernel_flushes=0`, `label=nprobe=64`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=0`, `width_8_15=0`, `width_ge32=100`, `width_lt8=0` |
| latency-1m-index-rabitq8-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=12502369`, `command=latency`, `elapsed_ms=900.996686`, `elapsed_nanos=900996686`, `flushes=55179`, `isa=avx2`, `kernel_candidates=12502369`, `kernel_elapsed_ms=900.996686`, `kernel_elapsed_nanos=900996686`, `kernel_flushes=55179`, `label=nprobe=128`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=880`, `width_8_15=315`, `width_ge32=53753`, `width_lt8=231` |
| latency-1m-index-rabitq8-w64 | latency | block_kernel_counters | `cache_state=post_recall_warm`, `candidates=0`, `command=latency`, `elapsed_ms=0.000000`, `elapsed_nanos=0`, `flushes=0`, `isa=scalar`, `kernel_candidates=0`, `kernel_elapsed_ms=0.000000`, `kernel_elapsed_nanos=0`, `kernel_flushes=0`, `label=nprobe=128`, `prefix=task111h021_1m_shared`, `profile=ec_ivf`, `quant=rabitq`, `scalar_candidates=0`, `scalar_elapsed_ms=0.000000`, `scalar_elapsed_nanos=0`, `scalar_flushes=0`, `suite_database=task111h_rerank_1m`, `suite_host=/home/peter/.pgrx`, `suite_port=28818`, `surface=ivf`, `width_16_31=0`, `width_8_15=0`, `width_ge32=100`, `width_lt8=0` |
