Filename                                                     Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
../../src/am/ec_diskann/routine_helpers.rs                       175                22    87.43%          12                 0   100.00%         140                13    90.71%           0                 0         -
../../src/am/ec_spire/coordinator/diagnostics_helpers.rs         164                 0   100.00%          14                 0   100.00%         284                 0   100.00%           0                 0         -
../../src/am/ec_spire/storage/assignment.rs                      229                21    90.83%          13                 3    76.92%         140                15    89.29%           0                 0         -
../../src/am/ec_spire/storage/header.rs                          167                10    94.01%           6                 0   100.00%         106                18    83.02%           0                 0         -
../../src/am/ec_spire/storage/helpers.rs                         474                52    89.03%          38                 6    84.21%         457                65    85.78%           0                 0         -
../../src/am/ec_spire/storage/leaf_v1.rs                          96                 8    91.67%           7                 2    71.43%          87                 2    97.70%           0                 0         -
../../src/am/ec_spire/storage/leaf_v2.rs                         144                23    84.03%          12                 4    66.67%         115                 6    94.78%           0                 0         -
../../src/am/ec_spire/storage/leaf_v2_parts.rs                  1683               355    78.91%          90                52    42.22%        1238               343    72.29%           0                 0         -
../../src/am/ec_spire/storage/local_store.rs                    1254               276    77.99%          79                51    35.44%         909               174    80.86%           0                 0         -
../../src/am/ec_spire/storage/local_store_set.rs                 233                70    69.96%          28                 9    67.86%         228                76    66.67%           0                 0         -
../../src/am/ec_spire/storage/relation_plan.rs                   101                13    87.13%           6                 0   100.00%          94                16    82.98%           0                 0         -
../../src/am/ec_spire/storage/relation_store.rs                 2430              1348    44.53%         181               119    34.25%        1902              1078    43.32%           0                 0         -
../../src/am/ec_spire/storage/routing_delta.rs                   526               111    78.90%          36                18    50.00%         419                74    82.34%           0                 0         -
../../src/am/ec_spire/storage/top_graph.rs                       366                38    89.62%          15                10    33.33%         279                27    90.32%           0                 0         -
../../src/am/ec_spire/storage/vec_id.rs                          224                45    79.91%          37                12    67.57%         183                24    86.89%           0                 0         -
../../src/am/common/cost.rs                                      282                 3    98.94%          25                 0   100.00%         294                 3    98.98%           0                 0         -
../../src/am/common/training.rs                                 1087               269    75.25%          60                12    80.00%         716               184    74.30%           0                 0         -
../../src/am/ec_diskann/build.rs                                 932                24    97.42%          49                 1    97.96%         692                34    95.09%           0                 0         -
../../src/am/ec_diskann/page.rs                                  328                 6    98.17%          14                 0   100.00%         226                 8    96.46%           0                 0         -
../../src/am/ec_diskann/persist.rs                               745                19    97.45%          30                 4    86.67%         414                13    96.86%           0                 0         -
../../src/am/ec_diskann/reader.rs                               1275                28    97.80%          81                 5    93.83%         711                15    97.89%           0                 0         -
../../src/am/ec_diskann/scan.rs                                 1683                35    97.92%         103                 4    96.12%        1081                19    98.24%           0                 0         -
../../src/am/ec_diskann/tuple.rs                                 588                13    97.79%          31                 2    93.55%         382                13    96.60%           0                 0         -
../../src/am/ec_diskann/vacuum.rs                                321                 7    97.82%          19                 1    94.74%         181                 6    96.69%           0                 0         -
../../src/am/ec_diskann/vamana.rs                               2139                82    96.17%         117                 9    92.31%        1429                48    96.64%           0                 0         -
../../src/am/ec_hnsw/page.rs                                    2759                85    96.92%         163                 6    96.32%        1927                50    97.41%           0                 0         -
../../src/am/ec_hnsw/search.rs                                  1336                57    95.73%         115                 9    92.17%        1066                35    96.72%           0                 0         -
../../src/am/ec_ivf/page.rs                                     1413                82    94.20%         103                 9    91.26%        1083                75    93.07%           0                 0         -
../../src/am/ec_spire/meta/epoch.rs                              167                 5    97.01%           8                 0   100.00%         109                 5    95.41%           0                 0         -
../../src/am/ec_spire/meta/local_store.rs                        336                84    75.00%          25                 8    68.00%         253                73    71.15%           0                 0         -
../../src/am/ec_spire/meta/object_manifest.rs                    242                21    91.32%          12                 2    83.33%         155                13    91.61%           0                 0         -
